Sample,S_aureus_count,tax_reads,Total_read_count,study,Timepoint,subject_id,sample_alias,S_aureus,present_actual,adj_count_min,present_min,adj_count_1stQ,present_1stQ,adj_count_median,present_median,adj_count_3rdQ,present_3rdQ,adj_count_max,present_max,adj_rel
SAMN09980694,0,1352,6898327,Gasparrini_2019_infant,DOL 9-42,Gasparrini_2019_infant_N037,Gasparrini_2019_infant_N037_B,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980695,0,1137,5131800,Gasparrini_2019_infant,DOL 9-42,Gasparrini_2019_infant_N037,Gasparrini_2019_infant_N037_C,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980697,0,1049,6486953,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N037,Gasparrini_2019_infant_N037_E,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980698,0,1335,7624318,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N037,Gasparrini_2019_infant_N037_F,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980702,0,1459,4335408,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N018,Gasparrini_2019_infant_N018_C,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980703,0,1704,7556417,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N018,Gasparrini_2019_infant_N018_D,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980704,0,1719,11690339,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N018,Gasparrini_2019_infant_N018_E,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980705,0,970,8354322,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N018,Gasparrini_2019_infant_N018_F,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980706,0,1269,5841689,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N018,Gasparrini_2019_infant_N018_G,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980707,0,1720,6041763,Gasparrini_2019_infant,DOL 1-8,Gasparrini_2019_infant_N019,Gasparrini_2019_infant_N019_A,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980708,0,1519,5396808,Gasparrini_2019_infant,DOL 1-8,Gasparrini_2019_infant_N019,Gasparrini_2019_infant_N019_B,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980709,0,1923,6506359,Gasparrini_2019_infant,DOL 9-42,Gasparrini_2019_infant_N019,Gasparrini_2019_infant_N019_C,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980710,0,116,494789,Gasparrini_2019_infant,DOL 9-42,Gasparrini_2019_infant_N019,Gasparrini_2019_infant_N019_D,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980711,0,608,2169412,Gasparrini_2019_infant,DOL 9-42,Gasparrini_2019_infant_N019,Gasparrini_2019_infant_N019_E,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980713,0,1281,9632384,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N019,Gasparrini_2019_infant_N019_G,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980714,0,883,4655885,Gasparrini_2019_infant,DOL 1-8,Gasparrini_2019_infant_N020,Gasparrini_2019_infant_N020_A,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980715,0,772,4620066,Gasparrini_2019_infant,DOL 1-8,Gasparrini_2019_infant_N020,Gasparrini_2019_infant_N020_B,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980717,0,1293,5439384,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N020,Gasparrini_2019_infant_N020_D,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980718,0,2595,10325007,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N020,Gasparrini_2019_infant_N020_E,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980720,0,756,4030034,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N020,Gasparrini_2019_infant_N020_G,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980721,0,1799,8720712,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N020,Gasparrini_2019_infant_N020_H,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980722,0,351,952616,Gasparrini_2019_infant,DOL 1-8,Gasparrini_2019_infant_N021,Gasparrini_2019_infant_N021_A,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980723,0,544,1540881,Gasparrini_2019_infant,DOL 9-42,Gasparrini_2019_infant_N021,Gasparrini_2019_infant_N021_B,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980724,0,562,1869904,Gasparrini_2019_infant,DOL 9-42,Gasparrini_2019_infant_N021,Gasparrini_2019_infant_N021_C,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980726,0,3430,10977713,Gasparrini_2019_infant,DOL 9-42,Gasparrini_2019_infant_N021,Gasparrini_2019_infant_N021_E,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980728,0,1586,7557555,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N021,Gasparrini_2019_infant_N021_G,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980729,0,661,3946144,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N021,Gasparrini_2019_infant_N021_H,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980730,0,133,656142,Gasparrini_2019_infant,DOL 1-8,Gasparrini_2019_infant_N022,Gasparrini_2019_infant_N022_A,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980731,0,309,1684531,Gasparrini_2019_infant,DOL 9-42,Gasparrini_2019_infant_N022,Gasparrini_2019_infant_N022_B,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980732,0,883,3810794,Gasparrini_2019_infant,DOL 9-42,Gasparrini_2019_infant_N022,Gasparrini_2019_infant_N022_C,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980733,0,1889,8879692,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N022,Gasparrini_2019_infant_N022_D,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980734,0,1043,5593115,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N022,Gasparrini_2019_infant_N022_E,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980735,0,1565,10341987,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N022,Gasparrini_2019_infant_N022_F,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980742,0,915,3599919,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N023,Gasparrini_2019_infant_N023_E,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980745,0,1980,7652577,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N024,Gasparrini_2019_infant_N024_B,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980746,0,1303,4969093,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N024,Gasparrini_2019_infant_N024_C,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980747,0,1926,7293497,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N024,Gasparrini_2019_infant_N024_D,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980748,0,2428,10103042,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N024,Gasparrini_2019_infant_N024_E,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980749,0,492,1885794,Gasparrini_2019_infant,DOL 1-8,Gasparrini_2019_infant_N038,Gasparrini_2019_infant_N038_A,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980750,0,677,3484518,Gasparrini_2019_infant,DOL 9-42,Gasparrini_2019_infant_N038,Gasparrini_2019_infant_N038_B,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980753,0,1800,5923038,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N038,Gasparrini_2019_infant_N038_E,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980754,0,2121,7898649,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N038,Gasparrini_2019_infant_N038_F,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980757,0,1410,5502427,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N038,Gasparrini_2019_infant_N038_I,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980758,0,930,6268151,Gasparrini_2019_infant,DOL 1-8,Gasparrini_2019_infant_N039,Gasparrini_2019_infant_N039_A,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980759,0,858,3605490,Gasparrini_2019_infant,DOL 1-8,Gasparrini_2019_infant_N039,Gasparrini_2019_infant_N039_B,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980760,0,931,5973286,Gasparrini_2019_infant,DOL 9-42,Gasparrini_2019_infant_N039,Gasparrini_2019_infant_N039_C,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980762,0,1982,11141834,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N039,Gasparrini_2019_infant_N039_E,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980763,0,1212,7542789,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N039,Gasparrini_2019_infant_N039_F,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980764,0,533,3841568,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N039,Gasparrini_2019_infant_N039_G,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980765,0,586,6778732,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N039,Gasparrini_2019_infant_N039_H,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980767,0,3460,11325667,Gasparrini_2019_infant,DOL 9-42,Gasparrini_2019_infant_N025,Gasparrini_2019_infant_N025_B,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980768,0,1658,7645467,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N025,Gasparrini_2019_infant_N025_C,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980769,0,1190,5625772,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N025,Gasparrini_2019_infant_N025_D,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980770,0,1569,6732140,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N025,Gasparrini_2019_infant_N025_E,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980771,0,1051,7566759,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N025,Gasparrini_2019_infant_N025_F,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980772,0,509,4226337,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N025,Gasparrini_2019_infant_N025_G,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980773,0,1267,6399731,Gasparrini_2019_infant,DOL 1-8,Gasparrini_2019_infant_N026,Gasparrini_2019_infant_N026_A,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980774,0,893,5581815,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N026,Gasparrini_2019_infant_N026_B,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980775,0,1670,8828016,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N026,Gasparrini_2019_infant_N026_C,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980777,0,1125,5778472,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N026,Gasparrini_2019_infant_N026_E,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980778,0,381,3472397,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N026,Gasparrini_2019_infant_N026_F,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980779,0,508,4454696,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N026,Gasparrini_2019_infant_N026_G,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980780,0,1680,7396550,Gasparrini_2019_infant,DOL 1-8,Gasparrini_2019_infant_N027,Gasparrini_2019_infant_N027_A,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980782,0,1801,7359985,Gasparrini_2019_infant,DOL 9-42,Gasparrini_2019_infant_N027,Gasparrini_2019_infant_N027_C,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980783,0,1387,8503053,Gasparrini_2019_infant,DOL 9-42,Gasparrini_2019_infant_N027,Gasparrini_2019_infant_N027_D,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980784,0,758,3770072,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N027,Gasparrini_2019_infant_N027_E,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980786,0,1259,9980058,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N027,Gasparrini_2019_infant_N027_G,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980787,0,1008,6185162,Gasparrini_2019_infant,DOL 1-8,Gasparrini_2019_infant_N028,Gasparrini_2019_infant_N028_A,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980788,0,1296,8063245,Gasparrini_2019_infant,DOL 9-42,Gasparrini_2019_infant_N028,Gasparrini_2019_infant_N028_B,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980789,0,1121,6841858,Gasparrini_2019_infant,DOL 9-42,Gasparrini_2019_infant_N028,Gasparrini_2019_infant_N028_C,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980791,0,1249,6074119,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N028,Gasparrini_2019_infant_N028_E,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980792,0,947,5207272,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N028,Gasparrini_2019_infant_N028_F,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980793,0,1316,6315044,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N028,Gasparrini_2019_infant_N028_G,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980794,0,753,4745508,Gasparrini_2019_infant,DOL 1-8,Gasparrini_2019_infant_N029,Gasparrini_2019_infant_N029_A,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980795,0,755,3506943,Gasparrini_2019_infant,DOL 1-8,Gasparrini_2019_infant_N029,Gasparrini_2019_infant_N029_B,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980796,0,1332,7878539,Gasparrini_2019_infant,DOL 9-42,Gasparrini_2019_infant_N029,Gasparrini_2019_infant_N029_C,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980797,0,765,4542806,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N029,Gasparrini_2019_infant_N029_D,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980798,0,1029,5291225,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N029,Gasparrini_2019_infant_N029_E,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980799,0,636,4794131,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N029,Gasparrini_2019_infant_N029_F,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980800,0,2341,10209661,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N029,Gasparrini_2019_infant_N029_G,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980801,0,1992,7634478,Gasparrini_2019_infant,DOL 1-8,Gasparrini_2019_infant_N040,Gasparrini_2019_infant_N040_A,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980802,0,1944,4539994,Gasparrini_2019_infant,DOL 9-42,Gasparrini_2019_infant_N040,Gasparrini_2019_infant_N040_B,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980804,0,1609,8019068,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N040,Gasparrini_2019_infant_N040_D,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980805,0,1126,3606060,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N040,Gasparrini_2019_infant_N040_E,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980806,0,1219,6225631,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N040,Gasparrini_2019_infant_N040_F,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980807,0,1130,5097291,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N040,Gasparrini_2019_infant_N040_G,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980809,0,642,4445057,Gasparrini_2019_infant,DOL 9-42,Gasparrini_2019_infant_N030,Gasparrini_2019_infant_N030_B,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980813,0,1031,6635687,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N030,Gasparrini_2019_infant_N030_F,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980814,0,370,5875832,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N030,Gasparrini_2019_infant_N030_G,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980817,0,1298,4903642,Gasparrini_2019_infant,DOL 1-8,Gasparrini_2019_infant_N031,Gasparrini_2019_infant_N031_C,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980819,0,832,3598821,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N031,Gasparrini_2019_infant_N031_E,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980820,0,1802,7174162,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N031,Gasparrini_2019_infant_N031_F,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980824,0,1389,8939489,Gasparrini_2019_infant,DOL 1-8,Gasparrini_2019_infant_N032,Gasparrini_2019_infant_N032_B,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980825,0,756,4784922,Gasparrini_2019_infant,DOL 1-8,Gasparrini_2019_infant_N032,Gasparrini_2019_infant_N032_C,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980826,0,519,5706051,Gasparrini_2019_infant,DOL 1-8,Gasparrini_2019_infant_N032,Gasparrini_2019_infant_N032_D,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980827,0,1491,8902530,Gasparrini_2019_infant,DOL 9-42,Gasparrini_2019_infant_N032,Gasparrini_2019_infant_N032_E,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980828,0,1815,9599746,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N032,Gasparrini_2019_infant_N032_F,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980829,0,1080,6903461,Gasparrini_2019_infant,DOL 1-8,Gasparrini_2019_infant_N041,Gasparrini_2019_infant_N041_A,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980830,0,1608,9467414,Gasparrini_2019_infant,DOL 9-42,Gasparrini_2019_infant_N041,Gasparrini_2019_infant_N041_B,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980831,0,1394,11024435,Gasparrini_2019_infant,DOL 9-42,Gasparrini_2019_infant_N041,Gasparrini_2019_infant_N041_C,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980832,0,837,6384270,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N041,Gasparrini_2019_infant_N041_D,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980833,0,1444,11049021,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N041,Gasparrini_2019_infant_N041_E,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980834,0,679,5898525,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N041,Gasparrini_2019_infant_N041_F,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980835,0,915,4587266,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N041,Gasparrini_2019_infant_N041_G,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN09980836,0,1678,7866312,Gasparrini_2019_infant,DOL 43-455,Gasparrini_2019_infant_N041,Gasparrini_2019_infant_N041_H,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN11394078,0,1361,17859293,Parnanen_2019_infant,DOL 9-42,Parnanen_2019_infant_01076-B,Parnanen_2019_infant_A044_01076-B,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN11394081,0,4204,18151029,Parnanen_2019_infant,DOL 9-42,Parnanen_2019_infant_07001-B,Parnanen_2019_infant_A001_07001-B,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN11394082,0,4546,17393663,Parnanen_2019_infant,DOL 9-42,Parnanen_2019_infant_07002-B,Parnanen_2019_infant_A002_07002-B,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN11394083,0,5322,16968372,Parnanen_2019_infant,DOL 1-8,Parnanen_2019_infant_07003-B,Parnanen_2019_infant_A003_07003-B,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN11394085,0,2671,7930591,Parnanen_2019_infant,DOL 9-42,Parnanen_2019_infant_07005-B,Parnanen_2019_infant_A005_07005-B,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN11394086,0,2992,20093664,Parnanen_2019_infant,DOL 9-42,Parnanen_2019_infant_07006-B,Parnanen_2019_infant_A006_07006-B,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN11394087,0,6592,20262299,Parnanen_2019_infant,DOL 9-42,Parnanen_2019_infant_07007-B,Parnanen_2019_infant_A007_07007-B,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN11394088,0,1714,9145528,Parnanen_2019_infant,DOL 9-42,Parnanen_2019_infant_07010-BA,Parnanen_2019_infant_A008_07010-BA,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN11394093,0,4368,18663439,Parnanen_2019_infant,DOL 9-42,Parnanen_2019_infant_08016-B,Parnanen_2019_infant_A013_08016-B,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN11394096,0,2140,8932612,Parnanen_2019_infant,DOL 9-42,Parnanen_2019_infant_09021-B,Parnanen_2019_infant_A016_09021-B,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN11394097,0,7989,17075963,Parnanen_2019_infant,DOL 9-42,Parnanen_2019_infant_09022-B,Parnanen_2019_infant_A017_09022-B,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN11394098,0,639,1878432,Parnanen_2019_infant,DOL 9-42,Parnanen_2019_infant_09023-B,Parnanen_2019_infant_A018_09023-B,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN11394099,0,4100,16980484,Parnanen_2019_infant,DOL 9-42,Parnanen_2019_infant_09024-B,Parnanen_2019_infant_A019_09024-B,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN11394101,0,5286,10928047,Parnanen_2019_infant,DOL 9-42,Parnanen_2019_infant_09068-B,Parnanen_2019_infant_A039_09068-B,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN11394102,0,919,1324828,Parnanen_2019_infant,DOL 9-42,Parnanen_2019_infant_09069-B,Parnanen_2019_infant_A040_09069-B,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN11394103,0,3773,23780939,Parnanen_2019_infant,DOL 9-42,Parnanen_2019_infant_10025-B,Parnanen_2019_infant_A020_10025-B,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN11394104,0,5496,21249690,Parnanen_2019_infant,DOL 9-42,Parnanen_2019_infant_10026-BA,Parnanen_2019_infant_A021_10026-BA,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN11394105,0,689,1709946,Parnanen_2019_infant,DOL 9-42,Parnanen_2019_infant_10026-BB,Parnanen_2019_infant_A022_10026-BB,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN11394106,0,2630,13380487,Parnanen_2019_infant,DOL 9-42,Parnanen_2019_infant_10027-B,Parnanen_2019_infant_A023_10027-B,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN11394107,0,5562,18540453,Parnanen_2019_infant,DOL 9-42,Parnanen_2019_infant_10029-BA,Parnanen_2019_infant_A024_10029-BA,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN11394108,0,936,3424668,Parnanen_2019_infant,DOL 9-42,Parnanen_2019_infant_10029-BB,Parnanen_2019_infant_A025_10029-BB,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN11394110,0,5752,15597992,Parnanen_2019_infant,DOL 9-42,Parnanen_2019_infant_10031-B,Parnanen_2019_infant_A027_10031-B,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN11394111,0,1088,3445867,Parnanen_2019_infant,DOL 9-42,Parnanen_2019_infant_10032-B,Parnanen_2019_infant_A028_10032-B,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN11394112,0,5000,15553553,Parnanen_2019_infant,DOL 9-42,Parnanen_2019_infant_10033-B,Parnanen_2019_infant_A029_10033-B,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN11394113,0,3104,17229451,Parnanen_2019_infant,DOL 9-42,Parnanen_2019_infant_10037-B,Parnanen_2019_infant_A030_10037-B,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN11394114,0,5029,23294111,Parnanen_2019_infant,DOL 9-42,Parnanen_2019_infant_10038-B,Parnanen_2019_infant_A031_10038-B,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN11394115,0,2260,7059511,Parnanen_2019_infant,DOL 9-42,Parnanen_2019_infant_10070-BA,Parnanen_2019_infant_A041_10070-BA,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN11394116,0,4077,14059233,Parnanen_2019_infant,DOL 9-42,Parnanen_2019_infant_10070-BB,Parnanen_2019_infant_A042_10070-BB,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN11394117,0,3936,17053756,Parnanen_2019_infant,DOL 9-42,Parnanen_2019_infant_12040-BB,Parnanen_2019_infant_A032_12040-BB,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN11394118,0,4816,18963797,Parnanen_2019_infant,DOL 9-42,Parnanen_2019_infant_12042-B,Parnanen_2019_infant_A033_12042-B,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
SAMN11394119,0,2413,6729847,Parnanen_2019_infant,DOL 9-42,Parnanen_2019_infant_12043-B,Parnanen_2019_infant_A034_12043-B,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
X01.1.7.001.c.028.G1,0,8616,27034644,PRIMAL,DOL 9-42,01.1.7.001,PRIMAL_01.1.7.001.c.028,0,FALSE,0,0,0,0,0,0,0,0,0,0,0
